"ID";"fileName";"fileNamePE";"experiment";"tissue";"condition";"replicate";"lane";"merge";"input";"pairedEnd";"macsGroup";"phredScore";"adapter";"trimQuality";"adapterPE";"trimQualityPE"
"SRR502206";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Harvard_ChipSeq_HeLa-S3_NF-YB_IgG-rab";"";1;"SRX150488";NA;"false";"";"";"";"";"";""
"SRR502207";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Harvard_ChipSeq_HeLa-S3_NF-YB_IgG-rab";"";2;"SRX150488";NA;"false";"";"";"";"";"";""
"SRR502208";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Yale_ChipSeq_GM12878_c-Fos_std";"";1;"SRX150489";NA;"false";"";"";"";"";"";""
"SRR502209";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Yale_ChipSeq_GM12878_c-Fos_std";"";2;"SRX150489";NA;"false";"";"";"";"";"";""
"SRR502210";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Yale_ChipSeq_GM12878_c-Fos_std";"";3;"SRX150489";NA;"false";"";"";"";"";"";""
"SRR502211";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_c-Myc_std";"";1;"SRX150490";NA;"false";"";"";"";"";"";""
"SRR502212";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_c-Myc_std";"";2;"SRX150490";NA;"false";"";"";"";"";"";""
"SRR502213";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_c-Jun_std";"";1;"SRX150491";NA;"false";"";"";"";"";"";""
"SRR502214";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_c-Jun_std";"";2;"SRX150491";NA;"false";"";"";"";"";"";""
"SRR502215";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Yale_ChipSeq_GM12878_Input_std";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502216";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_NF-E2_std";"";1;"SRX150493";NA;"false";"";"";"";"";"";""
"SRR502217";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_NF-E2_std";"";2;"SRX150493";NA;"false";"";"";"";"";"";""
"SRR502218";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Harvard_ChipSeq_GM12878_GCN5_std";"";1;"SRX150494";NA;"false";"";"";"";"";"";""
"SRR502219";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Harvard_ChipSeq_GM12878_GCN5_std";"";2;"SRX150494";NA;"false";"";"";"";"";"";""
"SRR502220";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Harvard_ChipSeq_HeLa-S3_ZZZ3_std";"";1;"SRX150495";NA;"false";"";"";"";"";"";""
"SRR502221";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Harvard_ChipSeq_HeLa-S3_ZZZ3_std";"";2;"SRX150495";NA;"false";"";"";"";"";"";""
"SRR502222";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Harvard_ChipSeq_GM12878_SPT20_std";"";1;"SRX150496";NA;"false";"";"";"";"";"";""
"SRR502223";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Harvard_ChipSeq_GM12878_SPT20_std";"";2;"SRX150496";NA;"false";"";"";"";"";"";""
"SRR502224";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_4hr_Input_std";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502225";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_IFNa6h_Input_std";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502226";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_IFNg30_Input_std";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502227";"";"";"SRP007993";"NT2-D1 -;- malignant pluripotent embryonal carcinoma (NTera-2), \"The NTERA-2 cl.D1 cell line is a pluripotent human testicular embryonal carcinoma cell line derived by cloning the NTERA-2 cell line.\" - ATCC. (PMID: 6694356) -;- inner cell mass";"USC_ChipSeq_NT2-D1_Input_UCDavis";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502228";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_IFNa30_Input_std";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502229";"";"";"SRP007993";"NT2-D1 -;- malignant pluripotent embryonal carcinoma (NTera-2), \"The NTERA-2 cl.D1 cell line is a pluripotent human testicular embryonal carcinoma cell line derived by cloning the NTERA-2 cell line.\" - ATCC. (PMID: 6694356) -;- inner cell mass";"USC_ChipSeq_NT2-D1_SUZ12_UCDavis";"";1;"SRX150502";NA;"false";"";"";"";"";"";""
"SRR502230";"";"";"SRP007993";"NT2-D1 -;- malignant pluripotent embryonal carcinoma (NTera-2), \"The NTERA-2 cl.D1 cell line is a pluripotent human testicular embryonal carcinoma cell line derived by cloning the NTERA-2 cell line.\" - ATCC. (PMID: 6694356) -;- inner cell mass";"USC_ChipSeq_NT2-D1_SUZ12_UCDavis";"";2;"SRX150502";NA;"false";"";"";"";"";"";""
"SRR502231";"";"";"SRP007993";"NT2-D1 -;- malignant pluripotent embryonal carcinoma (NTera-2), \"The NTERA-2 cl.D1 cell line is a pluripotent human testicular embryonal carcinoma cell line derived by cloning the NTERA-2 cell line.\" - ATCC. (PMID: 6694356) -;- inner cell mass";"USC_ChipSeq_NT2-D1_YY1_UCDavis";"";1;"SRX150503";NA;"false";"";"";"";"";"";""
"SRR502232";"";"";"SRP007993";"NT2-D1 -;- malignant pluripotent embryonal carcinoma (NTera-2), \"The NTERA-2 cl.D1 cell line is a pluripotent human testicular embryonal carcinoma cell line derived by cloning the NTERA-2 cell line.\" - ATCC. (PMID: 6694356) -;- inner cell mass";"USC_ChipSeq_NT2-D1_YY1_UCDavis";"";2;"SRX150503";NA;"false";"";"";"";"";"";""
"SRR502233";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_XRCC4_std";"";1;"SRX150504";NA;"false";"";"";"";"";"";""
"SRR502234";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_XRCC4_std";"";2;"SRX150504";NA;"false";"";"";"";"";"";""
"SRR502235";"";"";"SRP007993";"HCT-116 -;- colorectal carcinoma (PMID: 7214343) -;- endoderm";"USC_ChipSeq_HCT-116_Pol2_UCDavis";"";1;"SRX150505";NA;"false";"";"";"";"";"";""
"SRR502236";"";"";"SRP007993";"HCT-116 -;- colorectal carcinoma (PMID: 7214343) -;- endoderm";"USC_ChipSeq_HCT-116_Pol2_UCDavis";"";2;"SRX150505";NA;"false";"";"";"";"";"";""
"SRR502237";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_IFNg6h_Input_std";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502238";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_IFNa30_c-Myc_std";"";1;"SRX150507";NA;"false";"";"";"";"";"";""
"SRR502239";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_IFNa30_c-Myc_std";"";2;"SRX150507";NA;"false";"";"";"";"";"";""
"SRR502240";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_NF-YB_std";"";1;"SRX150508";NA;"false";"";"";"";"";"";""
"SRR502241";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_NF-YB_std";"";2;"SRX150508";NA;"false";"";"";"";"";"";""
"SRR502242";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_NF-YB_std";"";3;"SRX150508";NA;"false";"";"";"";"";"";""
"SRR502243";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_BHLHE40_(NB100-1800)_IgG-mus";"";1;"SRX150509";NA;"false";"";"";"";"";"";""
"SRR502244";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_BHLHE40_(NB100-1800)_IgG-mus";"";2;"SRX150509";NA;"false";"";"";"";"";"";""
"SRR502245";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_Mxi1_(AF4185)_IgG-mus";"";1;"SRX150510";NA;"false";"";"";"";"";"";""
"SRR502246";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_Mxi1_(AF4185)_IgG-mus";"";2;"SRX150510";NA;"false";"";"";"";"";"";""
"SRR502247";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_CHD2_(AB68301)_IgG-rab";"";1;"SRX150511";NA;"false";"";"";"";"";"";""
"SRR502248";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_CHD2_(AB68301)_IgG-rab";"";2;"SRX150511";NA;"false";"";"";"";"";"";""
"SRR502249";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_NF-YA_std";"";1;"SRX150512";NA;"false";"";"";"";"";"";""
"SRR502250";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_NF-YA_std";"";2;"SRX150512";NA;"false";"";"";"";"";"";""
"SRR502251";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_NF-YA_std";"";3;"SRX150512";NA;"false";"";"";"";"";"";""
"SRR502252";"";"";"SRP007993";"H1-hESC -;- embryonic stem cells -;- inner cell mass";"Stanford_ChipSeq_H1-hESC_JunD_IgG-rab";"";1;"SRX150513";NA;"false";"";"";"";"";"";""
"SRR502253";"";"";"SRP007993";"H1-hESC -;- embryonic stem cells -;- inner cell mass";"Stanford_ChipSeq_H1-hESC_JunD_IgG-rab";"";2;"SRX150513";NA;"false";"";"";"";"";"";""
"SRR502254";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Harvard_ChipSeq_HeLa-S3_BRF2_std";"";1;"SRX150514";NA;"false";"";"";"";"";"";""
"SRR502255";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Harvard_ChipSeq_HeLa-S3_BRF2_std";"";2;"SRX150514";NA;"false";"";"";"";"";"";""
"SRR502256";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_Znf143_(16618-1-AP)_IgG-rab";"";1;"SRX150515";NA;"false";"";"";"";"";"";""
"SRR502257";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_Znf143_(16618-1-AP)_IgG-rab";"";2;"SRX150515";NA;"false";"";"";"";"";"";""
"SRR502258";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_Mxi1_(AF4185)_std";"";1;"SRX150516";NA;"false";"";"";"";"";"";""
"SRR502259";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_Mxi1_(AF4185)_std";"";2;"SRX150516";NA;"false";"";"";"";"";"";""
"SRR502260";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_Mxi1_(AF4185)_std";"";3;"SRX150516";NA;"false";"";"";"";"";"";""
"SRR502261";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_c-Fos_Harvard_Control";"";1;"SRX150517";NA;"false";"";"";"";"";"";""
"SRR502262";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_c-Fos_Harvard_Control";"";2;"SRX150517";NA;"false";"";"";"";"";"";""
"SRR502263";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_COREST_(sc-30189)_IgG-rab";"";1;"SRX150518";NA;"false";"";"";"";"";"";""
"SRR502264";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_COREST_(sc-30189)_IgG-rab";"";2;"SRX150518";NA;"false";"";"";"";"";"";""
"SRR502265";"";"";"SRP007993";"A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), \"This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male.\" - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm";"Stanford_ChipSeq_A549_BHLHE40_IgG-rab";"";1;"SRX150519";NA;"false";"";"";"";"";"";""
"SRR502266";"";"";"SRP007993";"A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), \"This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male.\" - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm";"Stanford_ChipSeq_A549_BHLHE40_IgG-rab";"";2;"SRX150519";NA;"false";"";"";"";"";"";""
"SRR502267";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_c-Myc_Harvard_Control";"";1;"SRX150520";NA;"false";"";"";"";"";"";""
"SRR502268";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_c-Myc_Harvard_Control";"";2;"SRX150520";NA;"false";"";"";"";"";"";""
"SRR502269";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"USC_ChipSeq_GM12878_IKZF1_(IkN)_(UCLA)_std";"";1;"SRX150521";NA;"false";"";"";"";"";"";""
"SRR502270";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"USC_ChipSeq_GM12878_IKZF1_(IkN)_(UCLA)_std";"";2;"SRX150521";NA;"false";"";"";"";"";"";""
"SRR502271";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_insulin_Input_std";"";1;"SRX150522";NA;"false";"";"";"";"";"";""
"SRR502272";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_insulin_Input_std";"";2;"SRX150522";NA;"false";"";"";"";"";"";""
"SRR502273";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_Input_std";"";1;"SRX150523";NA;"false";"";"";"";"";"";""
"SRR502274";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_Input_std";"";2;"SRX150523";NA;"false";"";"";"";"";"";""
"SRR502275";"";"";"SRP007993";"MCF-7 -;- mammary gland, adenocarcinoma. (PMID: 4357757), newly promoted to tier 2: not in 2011 analysis -;- ectoderm";"USC_ChipSeq_MCF-7_GATA3_(SC-269)_UCDavis";"";1;"SRX150524";NA;"false";"";"";"";"";"";""
"SRR502276";"";"";"SRP007993";"MCF-7 -;- mammary gland, adenocarcinoma. (PMID: 4357757), newly promoted to tier 2: not in 2011 analysis -;- ectoderm";"USC_ChipSeq_MCF-7_GATA3_(SC-269)_UCDavis";"";2;"SRX150524";NA;"false";"";"";"";"";"";""
"SRR502277";"";"";"SRP007993";"MCF-7 -;- mammary gland, adenocarcinoma. (PMID: 4357757), newly promoted to tier 2: not in 2011 analysis -;- ectoderm";"USC_ChipSeq_MCF-7_GATA3_(SC-269)_UCDavis";"";3;"SRX150524";NA;"false";"";"";"";"";"";""
"SRR502278";"";"";"SRP007993";"GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM18505_TNFa_Input_IgG-rab";"";1;"SRX150525";NA;"false";"";"";"";"";"";""
"SRR502279";"";"";"SRP007993";"GM18505 -;- lymphoblastoid, International HapMap Project, Yoruba in Ibadan, Nigera, treatment: Epstein-Barr Virus transformed -;- mesoderm";"Stanford_ChipSeq_GM18505_TNFa_Input_IgG-rab";"";2;"SRX150525";NA;"false";"";"";"";"";"";""
